date,value,sum,rate
2022/6/21,19,61,31.15
2022/6/21,3,61,4.92
2022/6/20,27,51,52.94
2022/6/20,10,51,19.61
2022/6/20,9,51,17.65
2022/6/20,5,51,9.8
2022/6/19,41,68,60.29
2022/6/19,10,68,14.71
2022/6/19,9,68,13.24
2022/6/19,3,68,4.41
2022/6/19,3,68,4.41
2022/6/19,1,68,1.47
2022/6/19,1,68,1.47
2022/6/18,18,29,62.07
2022/6/18,4,29,13.79
2022/6/18,4,29,13.79
2022/6/18,2,29,6.9
2022/6/18,1,29,3.45
2022/6/17,27,51,52.94
2022/6/17,11,51,21.57
2022/6/17,9,51,17.65
2022/6/17,3,51,5.88
2022/6/17,1,51,1.96
2022/6/16,21,35,60.0
2022/6/16,9,35,25.71
2022/6/16,3,35,8.57
2022/6/16,2,35,5.71
2022/6/15,28,52,53.85
2022/6/15,16,52,30.77
2022/6/15,4,52,7.69
2022/6/15,2,52,3.85
2022/6/15,2,52,3.85
2022/6/14,12,31,38.71
2022/6/14,12,31,38.71
2022/6/14,4,31,12.9
2022/6/14,2,31,6.45
2022/6/14,1,31,3.23
2022/6/13,23,36,63.89
2022/6/13,6,36,16.67
2022/6/13,3,36,8.33
2022/6/13,2,36,5.56
2022/6/13,1,36,2.78
2022/6/13,1,36,2.78
2022/6/12,28,49,57.14
2022/6/12,15,49,30.61
2022/6/12,2,49,4.08
2022/6/12,1,49,2.04
2022/6/12,1,49,2.04
2022/6/12,1,49,2.04
2022/6/12,1,49,2.04
2022/6/11,26,47,55.32
2022/6/11,15,47,31.91
2022/6/11,2,47,4.26
2022/6/11,1,47,2.13
2022/6/11,1,47,2.13
2022/6/11,1,47,2.13
2022/6/11,1,47,2.13
2022/6/10,31,71,43.66
2022/6/10,27,71,38.03
2022/6/10,9,71,12.68
2022/6/10,1,71,1.41
2022/6/10,1,71,1.41
2022/6/10,1,71,1.41
2022/6/10,1,71,1.41
2022/6/9,103,144,71.53
2022/6/9,19,144,13.19
2022/6/9,13,144,9.03
2022/6/9,4,144,2.78
2022/6/9,2,144,1.39
2022/6/9,1,144,0.69
2022/6/9,1,144,0.69
2022/6/9,1,144,0.69
2022/6/8,78,124,62.9
2022/6/8,26,124,20.97
2022/6/8,7,124,5.65
2022/6/8,7,124,5.65
2022/6/8,4,124,3.23
2022/6/8,1,124,0.81
2022/6/8,1,124,0.81
2022/6/7,68,129,52.71
2022/6/7,28,129,21.71
2022/6/7,16,129,12.4
2022/6/7,10,129,7.75
2022/6/7,4,129,3.1
2022/6/7,2,129,1.55
2022/6/7,1,129,0.78
2022/6/6,59,139,42.45
2022/6/6,41,139,29.5
2022/6/6,17,139,12.23
2022/6/6,10,139,7.19
2022/6/6,5,139,3.6
2022/6/6,4,139,2.88
2022/6/6,1,139,0.72
2022/6/6,1,139,0.72
2022/6/6,1,139,0.72
2022/6/5,173,238,72.69
2022/6/5,37,238,15.55
2022/6/5,12,238,5.04
2022/6/5,10,238,4.2
2022/6/5,2,238,0.84
2022/6/5,1,238,0.42
2022/6/5,1,238,0.42
2022/6/5,1,238,0.42
2022/6/5,1,238,0.42
2022/6/4,157,245,64.08
2022/6/4,44,245,17.96
2022/6/4,14,245,5.71
2022/6/4,13,245,5.31
2022/6/4,9,245,3.67
2022/6/4,6,245,2.45
2022/6/4,1,245,0.41
2022/6/4,1,245,0.41
2022/6/3,180,280,64.29
2022/6/3,51,280,18.21
2022/6/3,19,280,6.79
2022/6/3,16,280,5.71
2022/6/3,8,280,2.86
2022/6/3,2,280,0.71
2022/6/3,1,280,0.36
2022/6/3,1,280,0.36
2022/6/3,1,280,0.36
2022/6/3,1,280,0.36
2022/6/2,80,185,43.24
2022/6/2,53,185,28.65
2022/6/2,20,185,10.81
2022/6/2,10,185,5.41
2022/6/2,10,185,5.41
2022/6/2,10,185,5.41
2022/6/2,1,185,0.54
2022/6/2,1,185,0.54
2022/6/1,128,268,47.76
2022/6/1,60,268,22.39
2022/6/1,38,268,14.18
2022/6/1,17,268,6.34
2022/6/1,15,268,5.6
2022/6/1,8,268,2.99
2022/6/1,1,268,0.37
2022/6/1,1,268,0.37
2022/5/31,101,226,44.69
2022/5/31,40,226,17.7
2022/5/31,30,226,13.27
2022/5/31,17,226,7.52
2022/5/31,12,226,5.31
2022/5/31,11,226,4.87
2022/5/31,9,226,3.98
2022/5/31,3,226,1.33
2022/5/31,1,226,0.44
2022/5/31,1,226,0.44
2022/5/31,1,226,0.44
2022/5/30,189,271,69.74
2022/5/30,36,271,13.28
2022/5/30,15,271,5.54
2022/5/30,9,271,3.32
2022/5/30,8,271,2.95
2022/5/30,8,271,2.95
2022/5/30,5,271,1.85
2022/5/30,1,271,0.37
2022/5/29,119,203,58.62
2022/5/29,50,203,24.63
2022/5/29,11,203,5.42
2022/5/29,7,203,3.45
2022/5/29,7,203,3.45
2022/5/29,5,203,2.46
2022/5/29,3,203,1.48
2022/5/29,1,203,0.49
2022/5/28,114,235,48.51
2022/5/28,50,235,21.28
2022/5/28,21,235,8.94
2022/5/28,17,235,7.23
2022/5/28,10,235,4.26
2022/5/28,7,235,2.98
2022/5/28,7,235,2.98
2022/5/28,3,235,1.28
2022/5/28,2,235,0.85
2022/5/28,2,235,0.85
2022/5/28,1,235,0.43
2022/5/28,1,235,0.43
2022/5/27,161,251,64.14
2022/5/27,43,251,17.13
2022/5/27,12,251,4.78
2022/5/27,9,251,3.59
2022/5/27,9,251,3.59
2022/5/27,5,251,1.99
2022/5/27,4,251,1.59
2022/5/27,3,251,1.2
2022/5/27,2,251,0.8
2022/5/27,1,251,0.4
2022/5/27,1,251,0.4
2022/5/27,1,251,0.4
2022/5/26,128,192,66.67
2022/5/26,30,192,15.62
2022/5/26,8,192,4.17
2022/5/26,6,192,3.12
2022/5/26,6,192,3.12
2022/5/26,5,192,2.6
2022/5/26,3,192,1.56
2022/5/26,2,192,1.04
2022/5/26,2,192,1.04
2022/5/26,1,192,0.52
2022/5/26,1,192,0.52
2022/5/25,344,420,81.9
2022/5/25,36,420,8.57
2022/5/25,14,420,3.33
2022/5/25,8,420,1.9
2022/5/25,8,420,1.9
2022/5/25,2,420,0.48
2022/5/25,2,420,0.48
2022/5/25,2,420,0.48
2022/5/25,1,420,0.24
2022/5/25,1,420,0.24
2022/5/25,1,420,0.24
2022/5/25,1,420,0.24
2022/5/24,268,364,73.63
2022/5/24,32,364,8.79
2022/5/24,16,364,4.4
2022/5/24,14,364,3.85
2022/5/24,12,364,3.3
2022/5/24,6,364,1.65
2022/5/24,4,364,1.1
2022/5/24,3,364,0.82
2022/5/24,2,364,0.55
2022/5/24,2,364,0.55
2022/5/24,2,364,0.55
2022/5/24,1,364,0.27
2022/5/24,1,364,0.27
2022/5/24,1,364,0.27
2022/5/23,379,463,81.86
2022/5/23,39,463,8.42
2022/5/23,14,463,3.02
2022/5/23,8,463,1.73
2022/5/23,8,463,1.73
2022/5/23,5,463,1.08
2022/5/23,4,463,0.86
2022/5/23,2,463,0.43
2022/5/23,1,463,0.22
2022/5/23,1,463,0.22
2022/5/23,1,463,0.22
2022/5/23,1,463,0.22
2022/5/22,235,302,77.81
2022/5/22,41,302,13.58
2022/5/22,11,302,3.64
2022/5/22,5,302,1.66
2022/5/22,4,302,1.32
2022/5/22,3,302,0.99
2022/5/22,1,302,0.33
2022/5/22,1,302,0.33
2022/5/22,1,302,0.33
2022/5/21,343,464,73.92
2022/5/21,45,464,9.7
2022/5/21,14,464,3.02
2022/5/21,14,464,3.02
2022/5/21,14,464,3.02
2022/5/21,13,464,2.8
2022/5/21,8,464,1.72
2022/5/21,3,464,0.65
2022/5/21,3,464,0.65
2022/5/21,2,464,0.43
2022/5/21,1,464,0.22
2022/5/21,1,464,0.22
2022/5/21,1,464,0.22
2022/5/21,1,464,0.22
2022/5/21,1,464,0.22
2022/5/20,257,379,67.81
2022/5/20,46,379,12.14
2022/5/20,43,379,11.35
2022/5/20,9,379,2.37
2022/5/20,6,379,1.58
2022/5/20,5,379,1.32
2022/5/20,4,379,1.06
2022/5/20,4,379,1.06
2022/5/20,1,379,0.26
2022/5/20,1,379,0.26
2022/5/20,1,379,0.26
2022/5/20,1,379,0.26
2022/5/20,1,379,0.26
2022/5/19,184,301,61.13
2022/5/19,39,301,12.96
2022/5/19,17,301,5.65
2022/5/19,16,301,5.32
2022/5/19,13,301,4.32
2022/5/19,11,301,3.65
2022/5/19,5,301,1.66
2022/5/19,4,301,1.33
2022/5/19,4,301,1.33
2022/5/19,4,301,1.33
2022/5/19,2,301,0.66
2022/5/19,1,301,0.33
2022/5/19,1,301,0.33
2022/5/18,266,378,70.37
2022/5/18,31,378,8.2
2022/5/18,29,378,7.67
2022/5/18,16,378,4.23
2022/5/18,11,378,2.91
2022/5/18,8,378,2.12
2022/5/18,6,378,1.59
2022/5/18,3,378,0.79
2022/5/18,2,378,0.53
2022/5/18,2,378,0.53
2022/5/18,1,378,0.26
2022/5/18,1,378,0.26
2022/5/18,1,378,0.26
2022/5/18,1,378,0.26
2022/5/17,274,374,73.26
2022/5/17,51,374,13.64
2022/5/17,19,374,5.08
2022/5/17,10,374,2.67
2022/5/17,6,374,1.6
2022/5/17,6,374,1.6
2022/5/17,2,374,0.53
2022/5/17,1,374,0.27
2022/5/17,1,374,0.27
2022/5/17,1,374,0.27
2022/5/17,1,374,0.27
2022/5/17,1,374,0.27
2022/5/17,1,374,0.27
2022/5/16,315,450,70.0
2022/5/16,57,450,12.67
2022/5/16,17,450,3.78
2022/5/16,15,450,3.33
2022/5/16,14,450,3.11
2022/5/16,13,450,2.89
2022/5/16,5,450,1.11
2022/5/16,3,450,0.67
2022/5/16,3,450,0.67
2022/5/16,2,450,0.44
2022/5/16,2,450,0.44
2022/5/16,2,450,0.44
2022/5/16,1,450,0.22
2022/5/16,1,450,0.22
2022/5/15,468,615,76.1
2022/5/15,42,615,6.83
2022/5/15,41,615,6.67
2022/5/15,19,615,3.09
2022/5/15,11,615,1.79
2022/5/15,8,615,1.3
2022/5/15,6,615,0.98
2022/5/15,5,615,0.81
2022/5/15,5,615,0.81
2022/5/15,4,615,0.65
2022/5/15,4,615,0.65
2022/5/15,1,615,0.16
2022/5/15,1,615,0.16
2022/5/14,290,433,66.97
2022/5/14,54,433,12.47
2022/5/14,25,433,5.77
2022/5/14,15,433,3.46
2022/5/14,15,433,3.46
2022/5/14,14,433,3.23
2022/5/14,5,433,1.15
2022/5/14,5,433,1.15
2022/5/14,3,433,0.69
2022/5/14,2,433,0.46
2022/5/14,2,433,0.46
2022/5/14,2,433,0.46
2022/5/14,1,433,0.23
2022/5/13,721,857,84.13
2022/5/13,39,857,4.55
2022/5/13,38,857,4.43
2022/5/13,13,857,1.52
2022/5/13,8,857,0.93
2022/5/13,7,857,0.82
2022/5/13,4,857,0.47
2022/5/13,4,857,0.47
2022/5/13,3,857,0.35
2022/5/13,3,857,0.35
2022/5/13,3,857,0.35
2022/5/13,3,857,0.35
2022/5/13,3,857,0.35
2022/5/13,2,857,0.23
2022/5/13,1,857,0.12
2022/5/13,1,857,0.12
2022/5/13,1,857,0.12
2022/5/13,1,857,0.12
2022/5/13,1,857,0.12
2022/5/13,1,857,0.12
2022/5/12,414,608,68.09
2022/5/12,93,608,15.3
2022/5/12,36,608,5.92
2022/5/12,9,608,1.48
2022/5/12,9,608,1.48
2022/5/12,7,608,1.15
2022/5/12,6,608,0.99
2022/5/12,6,608,0.99
2022/5/12,6,608,0.99
2022/5/12,4,608,0.66
2022/5/12,3,608,0.49
2022/5/12,3,608,0.49
2022/5/12,3,608,0.49
2022/5/12,2,608,0.33
2022/5/12,2,608,0.33
2022/5/12,2,608,0.33
2022/5/12,1,608,0.16
2022/5/12,1,608,0.16
2022/5/12,1,608,0.16
2022/5/11,432,562,76.87
2022/5/11,45,562,8.01
2022/5/11,26,562,4.63
2022/5/11,15,562,2.67
2022/5/11,7,562,1.25
2022/5/11,6,562,1.07
2022/5/11,6,562,1.07
2022/5/11,5,562,0.89
2022/5/11,5,562,0.89
2022/5/11,3,562,0.53
2022/5/11,3,562,0.53
2022/5/11,2,562,0.36
2022/5/11,2,562,0.36
2022/5/11,2,562,0.36
2022/5/11,2,562,0.36
2022/5/11,1,562,0.18
2022/5/10,607,806,75.31
2022/5/10,98,806,12.16
2022/5/10,38,806,4.71
2022/5/10,16,806,1.99
2022/5/10,8,806,0.99
2022/5/10,6,806,0.74
2022/5/10,5,806,0.62
2022/5/10,5,806,0.62
2022/5/10,4,806,0.5
2022/5/10,4,806,0.5
2022/5/10,3,806,0.37
2022/5/10,3,806,0.37
2022/5/10,3,806,0.37
2022/5/10,3,806,0.37
2022/5/10,2,806,0.25
2022/5/10,1,806,0.12
2022/5/9,847,1007,84.11
2022/5/9,54,1007,5.36
2022/5/9,26,1007,2.58
2022/5/9,15,1007,1.49
2022/5/9,11,1007,1.09
2022/5/9,11,1007,1.09
2022/5/9,10,1007,0.99
2022/5/9,7,1007,0.7
2022/5/9,6,1007,0.6
2022/5/9,5,1007,0.5
2022/5/9,4,1007,0.4
2022/5/9,3,1007,0.3
2022/5/9,1,1007,0.1
2022/5/9,1,1007,0.1
2022/5/9,1,1007,0.1
2022/5/9,1,1007,0.1
2022/5/9,1,1007,0.1
2022/5/9,1,1007,0.1
2022/5/9,1,1007,0.1
2022/5/9,1,1007,0.1
2022/5/8,645,833,77.43
2022/5/8,57,833,6.84
2022/5/8,26,833,3.12
2022/5/8,23,833,2.76
2022/5/8,16,833,1.92
2022/5/8,12,833,1.44
2022/5/8,10,833,1.2
2022/5/8,8,833,0.96
2022/5/8,8,833,0.96
2022/5/8,7,833,0.84
2022/5/8,6,833,0.72
2022/5/8,4,833,0.48
2022/5/8,3,833,0.36
2022/5/8,2,833,0.24
2022/5/8,2,833,0.24
2022/5/8,2,833,0.24
2022/5/8,1,833,0.12
2022/5/8,1,833,0.12
2022/5/7,941,1102,85.39
2022/5/7,59,1102,5.35
2022/5/7,23,1102,2.09
2022/5/7,18,1102,1.63
2022/5/7,10,1102,0.91
2022/5/7,8,1102,0.73
2022/5/7,7,1102,0.64
2022/5/7,7,1102,0.64
2022/5/7,6,1102,0.54
2022/5/7,5,1102,0.45
2022/5/7,4,1102,0.36
2022/5/7,3,1102,0.27
2022/5/7,2,1102,0.18
2022/5/7,2,1102,0.18
2022/5/7,1,1102,0.09
2022/5/7,1,1102,0.09
2022/5/7,1,1102,0.09
2022/5/7,1,1102,0.09
2022/5/7,1,1102,0.09
2022/5/7,1,1102,0.09
2022/5/7,1,1102,0.09
2022/5/6,1663,1870,88.93
2022/5/6,75,1870,4.01
2022/5/6,47,1870,2.51
2022/5/6,34,1870,1.82
2022/5/6,16,1870,0.86
2022/5/6,9,1870,0.48
2022/5/6,4,1870,0.21
2022/5/6,4,1870,0.21
2022/5/6,3,1870,0.16
2022/5/6,3,1870,0.16
2022/5/6,3,1870,0.16
2022/5/6,2,1870,0.11
2022/5/6,2,1870,0.11
2022/5/6,1,1870,0.05
2022/5/6,1,1870,0.05
2022/5/6,1,1870,0.05
2022/5/6,1,1870,0.05
2022/5/6,1,1870,0.05
2022/5/5,1390,1584,87.75
2022/5/5,51,1584,3.22
2022/5/5,43,1584,2.71
2022/5/5,32,1584,2.02
2022/5/5,15,1584,0.95
2022/5/5,11,1584,0.69
2022/5/5,7,1584,0.44
2022/5/5,5,1584,0.32
2022/5/5,5,1584,0.32
2022/5/5,4,1584,0.25
2022/5/5,4,1584,0.25
2022/5/5,3,1584,0.19
2022/5/5,3,1584,0.19
2022/5/5,2,1584,0.13
2022/5/5,2,1584,0.13
2022/5/5,2,1584,0.13
2022/5/5,1,1584,0.06
2022/5/5,1,1584,0.06
2022/5/5,1,1584,0.06
2022/5/5,1,1584,0.06
2022/5/5,1,1584,0.06
2022/5/4,1739,2117,82.14
2022/5/4,263,2117,12.42
2022/5/4,31,2117,1.46
2022/5/4,20,2117,0.94
2022/5/4,18,2117,0.85
2022/5/4,10,2117,0.47
2022/5/4,6,2117,0.28
2022/5/4,5,2117,0.24
2022/5/4,4,2117,0.19
2022/5/4,4,2117,0.19
2022/5/4,4,2117,0.19
2022/5/4,4,2117,0.19
2022/5/4,3,2117,0.14
2022/5/4,2,2117,0.09
2022/5/4,2,2117,0.09
2022/5/4,1,2117,0.05
2022/5/4,1,2117,0.05
2022/5/3,1869,2075,90.07
2022/5/3,74,2075,3.57
2022/5/3,42,2075,2.02
2022/5/3,26,2075,1.25
2022/5/3,16,2075,0.77
2022/5/3,11,2075,0.53
2022/5/3,6,2075,0.29
2022/5/3,5,2075,0.24
2022/5/3,3,2075,0.14
2022/5/3,3,2075,0.14
2022/5/3,3,2075,0.14
2022/5/3,3,2075,0.14
2022/5/3,2,2075,0.1
2022/5/3,2,2075,0.1
2022/5/3,2,2075,0.1
2022/5/3,2,2075,0.1
2022/5/3,2,2075,0.1
2022/5/3,1,2075,0.05
2022/5/3,1,2075,0.05
2022/5/3,1,2075,0.05
2022/5/3,1,2075,0.05
2022/5/2,3981,4263,93.38
2022/5/2,151,4263,3.54
2022/5/2,30,4263,0.7
2022/5/2,23,4263,0.54
2022/5/2,19,4263,0.45
2022/5/2,18,4263,0.42
2022/5/2,12,4263,0.28
2022/5/2,5,4263,0.12
2022/5/2,5,4263,0.12
2022/5/2,5,4263,0.12
2022/5/2,4,4263,0.09
2022/5/2,3,4263,0.07
2022/5/2,2,4263,0.05
2022/5/2,1,4263,0.02
2022/5/2,1,4263,0.02
2022/5/2,1,4263,0.02
2022/5/2,1,4263,0.02
2022/5/2,1,4263,0.02
2022/5/1,4242,4647,91.28
2022/5/1,242,4647,5.21
2022/5/1,45,4647,0.97
2022/5/1,29,4647,0.62
2022/5/1,25,4647,0.54
2022/5/1,13,4647,0.28
2022/5/1,10,4647,0.22
2022/5/1,7,4647,0.15
2022/5/1,5,4647,0.11
2022/5/1,5,4647,0.11
2022/5/1,4,4647,0.09
2022/5/1,4,4647,0.09
2022/5/1,4,4647,0.09
2022/5/1,3,4647,0.06
2022/5/1,3,4647,0.06
2022/5/1,2,4647,0.04
2022/5/1,2,4647,0.04
2022/5/1,1,4647,0.02
2022/5/1,1,4647,0.02
